moving-average,GOOG,5,0,15776,57,4,1.34
moving-average,GOOG,5,0,15776,57,4,1.66
moving-average,GOOG,5,0,15734,99,4,1.88
moving-average,GOOG,5,3,10642,5191,1,1.90
moving-average,GOOG,5,0,15776,57,4,1.54
moving-average,GOOG,10,4,11111,4717,0,2.00
moving-average,GOOG,10,3,15013,815,1,1.77
moving-average,GOOG,10,0,15828,0,4,1.75
moving-average,GOOG,10,0,15828,0,4,1.93
moving-average,GOOG,10,0,15828,0,4,1.68
moving-average,GOOG,50,3,11486,4302,1,2.92
moving-average,GOOG,50,3,14861,927,1,2.96
moving-average,GOOG,50,2,15661,127,2,3.04
moving-average,GOOG,50,2,15449,339,2,3.48
moving-average,GOOG,50,2,15745,43,2,3.82
moving-average,GOOG,100,3,11048,4690,1,4.62
moving-average,GOOG,100,3,14696,1042,1,5.35
moving-average,GOOG,100,3,15357,381,1,4.97
moving-average,GOOG,100,2,15584,154,2,5.90
moving-average,GOOG,100,2,15668,70,2,5.03
moving-average,GOOG,150,3,10937,4751,1,6.33
moving-average,GOOG,150,3,14643,1045,1,6.59
moving-average,GOOG,150,3,15258,430,1,7.42
moving-average,GOOG,150,2,15508,180,2,7.33
moving-average,GOOG,150,2,15602,86,2,6.23
moving-average,GOOG,200,3,11262,4376,1,8.21
moving-average,GOOG,200,3,14611,1027,1,8.33
moving-average,GOOG,200,3,15215,423,1,8.77
moving-average,GOOG,200,2,15463,175,2,8.74
moving-average,GOOG,200,2,15542,96,2,9.69
moving-average,GOOG,250,3,11790,3798,1,9.44
moving-average,GOOG,250,3,14665,923,1,9.52
moving-average,GOOG,250,3,15202,386,1,9.26
moving-average,GOOG,250,3,15419,169,1,10.82
moving-average,GOOG,250,1,15492,96,3,11.61
moving-average,GOOG,300,3,12266,3272,1,12.05
moving-average,GOOG,300,3,14723,815,1,10.76
moving-average,GOOG,300,3,15187,351,1,11.26
moving-average,GOOG,300,3,15378,160,1,15.33
moving-average,GOOG,300,1,15455,83,3,13.77
moving-average,GOOG,350,3,12324,3164,1,12.69
moving-average,GOOG,350,3,14690,798,1,13.65
moving-average,GOOG,350,3,15153,335,1,13.45
moving-average,GOOG,350,3,15330,158,1,12.75
moving-average,GOOG,350,1,15405,83,3,14.70
moving-average,GOOG,400,3,12219,3219,1,13.69
moving-average,GOOG,400,3,14586,852,1,14.78
moving-average,GOOG,400,3,15087,351,1,16.15
moving-average,GOOG,400,3,15274,164,1,16.59
moving-average,GOOG,400,2,15347,91,2,17.21
moving-average,GOOG,450,4,12016,3372,0,17.12
moving-average,GOOG,450,3,15009,379,1,16.54
moving-average,GOOG,450,3,14483,905,1,17.05
moving-average,GOOG,450,3,15210,178,1,18.80
moving-average,GOOG,450,2,15291,97,2,17.26
moving-average,GOOG,500,4,11899,3439,0,17.69
moving-average,GOOG,500,3,14935,403,1,19.03
moving-average,GOOG,500,3,14409,929,1,20.73
moving-average,GOOG,500,3,15158,180,1,20.72
moving-average,GOOG,500,2,15238,100,2,21.48
