lof,AAPL,50,2,15713,135,2,0.59
lof,AAPL,100,1,15699,99,3,0.58
lof,AAPL,50,2,15766,82,2,0.64
lof,AAPL,5,1,15793,100,3,0.62
lof,AAPL,150,1,15644,104,3,0.60
lof,AAPL,10,1,15797,91,3,0.58
lof,AAPL,100,2,15656,142,2,0.63
lof,AAPL,10,2,15756,132,2,0.62
lof,AAPL,150,2,15606,142,2,0.62
lof,AAPL,250,2,15511,137,2,0.66
lof,AAPL,400,3,15326,172,1,0.65
lof,AAPL,500,2,15296,102,2,0.67
lof,AAPL,50,1,15749,99,3,0.58
lof,AAPL,300,2,15480,118,2,0.60
lof,AAPL,100,3,15660,138,1,0.66
lof,AAPL,100,2,15728,70,2,0.66
lof,AAPL,350,1,15451,97,3,0.61
lof,AAPL,50,3,15693,155,1,0.66
lof,AAPL,200,3,15528,170,1,0.66
lof,AAPL,500,2,15279,119,2,0.68
lof,AAPL,200,2,15574,124,2,0.64
lof,AAPL,250,2,15573,75,2,0.64
lof,AAPL,200,2,15616,82,2,0.65
lof,AAPL,250,3,15494,154,1,0.65
lof,AAPL,150,3,15578,170,1,0.69
lof,AAPL,450,2,15346,102,2,0.68
lof,AAPL,350,3,15392,156,1,0.71
lof,AAPL,500,1,15302,96,3,0.65
lof,AAPL,250,1,15547,101,3,0.64
lof,AAPL,300,1,15497,101,3,0.65
lof,AAPL,150,2,15678,70,2,0.69
lof,AAPL,350,2,15448,100,2,0.65
lof,AAPL,350,2,15428,120,2,0.68
lof,AAPL,400,2,15397,101,2,0.67
lof,AAPL,300,2,15498,100,2,0.76
lof,AAPL,200,1,15597,101,3,0.65
lof,AAPL,400,1,15398,100,3,0.63
lof,AAPL,300,3,15458,140,1,0.69
lof,AAPL,400,2,15384,114,2,0.64
lof,AAPL,450,1,15350,98,3,0.67
lof,AAPL,500,3,15242,156,1,0.74
lof,AAPL,450,2,15324,124,2,0.71
lof,AAPL,450,3,15292,156,1,0.75
