AMZN,5,4,0,15822,0,1.04,,5,10.0
AMZN,5,4,11891,3931,0,0.68,,5,30.0
AMZN,5,4,7847,7975,0,0.70,,5,20.0
AMZN,5,4,14409,1413,0,0.81,,5,40.0
AMZN,5,4,15569,253,0,0.90,,5,60.0
AMZN,5,4,15438,384,0,0.74,,5,50.0
AMZN,5,4,15658,164,0,0.97,,5,70.0
AMZN,5,4,15702,120,0,0.90,,5,80.0
AMZN,5,4,15734,88,0,0.65,,5,90.0
AMZN,5,4,15751,71,0,0.80,,5,100.0
AMZN,10,4,11585,4232,0,0.87,,5,20.0
AMZN,10,4,6437,9380,0,0.73,,5,10.0
AMZN,10,4,14117,1700,0,0.71,,5,30.0
AMZN,10,4,15463,354,0,0.98,,5,40.0
AMZN,10,4,15650,167,0,0.92,,5,50.0
AMZN,10,4,15712,105,0,0.96,,5,60.0
AMZN,10,4,15739,78,0,0.90,,5,70.0
AMZN,10,4,15760,57,0,0.73,,5,90.0
AMZN,10,4,15749,68,0,0.90,,5,80.0
AMZN,10,4,15764,53,0,0.67,,5,100.0
AMZN,50,4,14084,1693,0,0.84,,5,10.0
AMZN,50,4,15506,271,0,0.74,,5,30.0
AMZN,50,4,15605,172,0,1.01,,5,40.0
AMZN,50,4,15341,436,0,0.87,,5,20.0
AMZN,50,4,15649,128,0,1.00,,5,50.0
AMZN,50,4,15681,96,0,1.12,,5,60.0
AMZN,50,4,15704,73,0,0.86,,5,70.0
AMZN,50,4,15712,65,0,1.03,,5,80.0
AMZN,50,4,15724,53,0,0.67,,5,100.0
AMZN,50,4,15721,56,0,0.81,,5,90.0
AMZN,100,4,15409,318,0,0.71,,5,20.0
AMZN,100,4,14696,1031,0,0.76,,5,10.0
AMZN,100,4,15490,237,0,0.94,,5,30.0
AMZN,100,4,15575,152,0,0.95,,5,40.0
AMZN,100,4,15645,82,0,0.88,,5,60.0
AMZN,100,4,15613,114,0,0.76,,5,50.0
AMZN,100,4,15658,69,0,0.74,,5,70.0
AMZN,100,4,15668,59,0,1.08,,5,80.0
AMZN,100,4,15681,46,0,0.76,,5,100.0
AMZN,100,4,15672,55,0,0.83,,5,90.0
AMZN,150,4,15222,455,0,0.80,,5,10.0
AMZN,150,4,15404,273,0,0.89,,5,20.0
AMZN,150,4,15468,209,0,0.65,,5,30.0
AMZN,150,4,15525,152,0,0.79,,5,40.0
AMZN,150,4,15563,114,0,0.97,,5,50.0
AMZN,150,4,15595,82,0,1.02,,5,60.0
AMZN,150,4,15608,69,0,1.08,,5,70.0
AMZN,150,4,15618,59,0,0.69,,5,80.0
AMZN,150,4,15622,55,0,0.68,,5,90.0
AMZN,150,4,15631,46,0,0.71,,5,100.0
AMZN,200,4,15354,273,0,0.69,,5,20.0
AMZN,200,4,15418,209,0,0.66,,5,30.0
AMZN,200,4,15172,455,0,0.82,,5,10.0
AMZN,200,4,15513,114,0,0.63,,5,50.0
AMZN,200,4,15545,82,0,0.64,,5,60.0
AMZN,200,4,15475,152,0,0.81,,5,40.0
AMZN,200,4,15558,69,0,0.94,,5,70.0
AMZN,200,4,15568,59,0,0.70,,5,80.0
AMZN,200,4,15572,55,0,0.74,,5,90.0
AMZN,200,4,15581,46,0,0.72,,5,100.0
AMZN,250,4,15264,313,0,0.71,,5,10.0
AMZN,250,4,15444,133,0,0.96,,5,20.0
AMZN,250,4,15493,84,0,0.67,,5,30.0
AMZN,250,4,15508,69,0,0.90,,5,40.0
AMZN,250,4,15530,47,0,0.75,,5,70.0
AMZN,250,4,15522,55,0,0.78,,5,60.0
AMZN,250,4,15515,62,0,0.93,,5,50.0
AMZN,250,4,15536,41,0,1.01,,5,80.0
AMZN,250,3,15544,33,1,0.75,,5,100.0
AMZN,250,3,15541,36,1,0.89,,5,90.0
AMZN,300,4,15403,124,0,0.83,,5,20.0
AMZN,300,4,15242,285,0,0.70,,5,10.0
AMZN,300,4,15482,45,0,0.82,,5,70.0
AMZN,300,4,15445,82,0,0.76,,5,30.0
AMZN,300,4,15459,68,0,0.66,,5,40.0
AMZN,300,4,15472,55,0,0.67,,5,60.0
AMZN,300,4,15469,58,0,0.84,,5,50.0
