AAPL,5,4,2899,12994,0,0.58,,5,40.0
AAPL,5,4,7285,8608,0,0.69,,5,70.0
AAPL,5,4,1902,13991,0,0.78,,5,30.0
AAPL,5,4,12011,3882,0,0.90,,5,90.0
AAPL,5,4,5476,10417,0,0.75,,5,60.0
AAPL,5,4,4037,11856,0,0.90,,5,50.0
AAPL,5,4,0,15893,0,0.63,,5,10.0
AAPL,5,4,987,14906,0,0.70,,5,20.0
AAPL,5,4,9577,6316,0,0.66,,5,80.0
AAPL,5,4,14143,1750,0,0.48,,5,100.0
AAPL,10,4,1056,14832,0,0.74,,5,10.0
AAPL,10,4,2848,13040,0,0.76,,5,20.0
AAPL,10,4,4390,11498,0,0.98,,5,30.0
AAPL,10,4,8348,7540,0,0.80,,5,50.0
AAPL,10,4,10716,5172,0,1.00,,5,60.0
AAPL,10,4,15196,692,0,0.73,,5,90.0
AAPL,10,4,14854,1034,0,0.86,,5,80.0
AAPL,10,4,6187,9701,0,0.85,,5,40.0
AAPL,10,4,13118,2770,0,0.86,,5,70.0
AAPL,10,4,15272,616,0,0.62,,5,100.0
AAPL,50,4,10735,5113,0,0.98,,5,10.0
AAPL,50,4,14950,898,0,0.78,,5,30.0
AAPL,50,4,15247,601,0,0.97,,5,60.0
AAPL,50,4,13553,2295,0,0.83,,5,20.0
AAPL,50,4,15129,719,0,0.79,,5,40.0
AAPL,50,4,15290,558,0,0.98,,5,70.0
AAPL,50,4,15202,646,0,0.92,,5,50.0
AAPL,50,4,15334,514,0,0.99,,5,80.0
AAPL,50,4,15374,474,0,0.92,,5,90.0
AAPL,50,4,15414,434,0,0.99,,5,100.0
AAPL,100,4,14519,1279,0,0.75,,5,20.0
AAPL,100,4,12280,3518,0,0.93,,5,10.0
AAPL,100,4,15112,686,0,0.76,,5,40.0
AAPL,100,4,14999,799,0,0.75,,5,30.0
AAPL,100,4,15166,632,0,0.74,,5,50.0
AAPL,100,4,15209,589,0,0.97,,5,60.0
AAPL,100,4,15242,556,0,0.72,,5,70.0
AAPL,100,4,15285,513,0,0.81,,5,80.0
AAPL,100,4,15331,467,0,0.95,,5,90.0
AAPL,100,4,15367,431,0,0.77,,5,100.0
AAPL,150,4,14907,841,0,0.70,,5,20.0
AAPL,150,4,14462,1286,0,0.68,,5,10.0
AAPL,150,4,14979,769,0,0.75,,5,30.0
AAPL,150,4,15159,589,0,0.84,,5,60.0
AAPL,150,4,15062,686,0,0.88,,5,40.0
AAPL,150,4,15116,632,0,0.80,,5,50.0
AAPL,150,4,15235,513,0,0.84,,5,80.0
AAPL,150,4,15192,556,0,0.60,,5,70.0
AAPL,150,4,15281,467,0,0.97,,5,90.0
AAPL,150,4,15317,431,0,0.66,,5,100.0
AAPL,200,4,14432,1266,0,0.88,,5,10.0
AAPL,200,4,14980,718,0,0.97,,5,30.0
AAPL,200,4,14866,832,0,0.79,,5,20.0
AAPL,200,4,15072,626,0,0.87,,5,40.0
AAPL,200,4,15114,584,0,0.80,,5,50.0
AAPL,200,4,15191,507,0,0.59,,5,70.0
AAPL,200,4,15142,556,0,0.99,,5,60.0
AAPL,200,4,15231,467,0,0.80,,5,80.0
AAPL,200,4,15267,431,0,0.66,,5,90.0
AAPL,200,4,15304,394,0,0.73,,5,100.0
AAPL,250,4,14940,708,0,0.72,,5,30.0
AAPL,250,4,14581,1067,0,0.82,,5,10.0
AAPL,250,4,14856,792,0,0.89,,5,20.0
AAPL,250,4,15219,429,0,0.67,,5,40.0
AAPL,250,4,15282,366,0,0.63,,5,50.0
AAPL,250,4,15351,297,0,0.92,,5,60.0
AAPL,250,4,15430,218,0,1.00,,5,70.0
AAPL,250,4,15443,205,0,0.88,,5,90.0
AAPL,250,4,15438,210,0,0.83,,5,80.0
AAPL,250,4,15446,202,0,0.80,,5,100.0
AAPL,300,4,14684,914,0,1.12,,5,10.0
AAPL,300,4,14890,708,0,0.91,,5,30.0
AAPL,300,4,15169,429,0,0.73,,5,40.0
AAPL,300,4,14806,792,0,0.75,,5,20.0
AAPL,300,4,15232,366,0,0.92,,5,50.0
AAPL,300,4,15388,210,0,0.83,,5,80.0
AAPL,300,4,15301,297,0,0.71,,5,60.0
AAPL,300,4,15393,205,0,0.82,,5,90.0
AAPL,300,4,15380,218,0,0.70,,5,70.0
AAPL,300,4,15396,202,0,0.67,,5,100.0
AAPL,350,4,14756,792,0,0.81,,5,20.0
AAPL,350,4,14634,914,0,0.93,,5,10.0
AAPL,350,4,14840,708,0,0.68,,5,30.0
AAPL,350,4,15119,429,0,0.68,,5,40.0
AAPL,350,4,15182,366,0,0.72,,5,50.0
AAPL,350,4,15330,218,0,0.83,,5,70.0
AAPL,350,4,15251,297,0,0.77,,5,60.0
AAPL,350,4,15338,210,0,0.87,,5,80.0
AAPL,350,4,15343,205,0,1.12,,5,90.0
AAPL,350,4,15346,202,0,0.78,,5,100.0
AAPL,400,4,14586,912,0,0.98,,5,10.0
AAPL,400,4,14866,632,0,0.70,,5,20.0
AAPL,400,4,15077,421,0,0.86,,5,40.0
AAPL,400,4,14990,508,0,1.07,,5,30.0
AAPL,400,4,15288,210,0,0.61,,5,80.0
AAPL,400,4,15137,361,0,1.03,,5,50.0
