A1Benchmark/real_7.csv,150,3,1213,0,58,0.36,0.0375
A1Benchmark/real_7.csv,150,2,1213,0,59,0.44,0.040625
A1Benchmark/real_7.csv,150,2,1213,0,59,0.36,0.04375
A1Benchmark/real_7.csv,150,2,1213,0,59,0.52,0.046875
A1Benchmark/real_7.csv,150,2,1213,0,59,0.44,0.05
A1Benchmark/real_7.csv,200,52,14,1149,9,0.32,0.0
A1Benchmark/real_7.csv,200,28,1131,32,33,0.94,0.003125
A1Benchmark/real_7.csv,200,28,1141,22,33,0.52,0.00625
A1Benchmark/real_7.csv,200,20,1152,11,41,0.86,0.009375
A1Benchmark/real_7.csv,200,17,1155,8,44,0.50,0.0125
A1Benchmark/real_7.csv,200,17,1158,5,44,0.50,0.015625
A1Benchmark/real_7.csv,200,15,1158,5,46,0.46,0.01875
A1Benchmark/real_7.csv,200,11,1161,2,50,0.57,0.021875
A1Benchmark/real_7.csv,200,8,1162,1,53,0.61,0.025
A1Benchmark/real_7.csv,200,4,1163,0,57,0.47,0.028125
A1Benchmark/real_7.csv,200,4,1163,0,57,0.75,0.03125
A1Benchmark/real_7.csv,200,4,1163,0,57,0.47,0.034375
A1Benchmark/real_7.csv,200,3,1163,0,58,0.49,0.0375
A1Benchmark/real_7.csv,200,2,1163,0,59,0.46,0.040625
A1Benchmark/real_7.csv,200,2,1163,0,59,0.50,0.04375
A1Benchmark/real_7.csv,200,2,1163,0,59,0.50,0.046875
A1Benchmark/real_7.csv,200,2,1163,0,59,0.48,0.05
A1Benchmark/real_7.csv,250,38,252,861,0,0.42,0.0
A1Benchmark/real_7.csv,250,28,1083,30,10,0.93,0.003125
A1Benchmark/real_7.csv,250,28,1091,22,10,0.51,0.00625
A1Benchmark/real_7.csv,250,20,1102,11,18,0.84,0.009375
A1Benchmark/real_7.csv,250,17,1105,8,21,0.85,0.0125
A1Benchmark/real_7.csv,250,17,1108,5,21,0.87,0.015625
A1Benchmark/real_7.csv,250,15,1108,5,23,0.84,0.01875
A1Benchmark/real_7.csv,250,11,1111,2,27,0.49,0.021875
A1Benchmark/real_7.csv,250,8,1112,1,30,0.56,0.025
A1Benchmark/real_7.csv,250,4,1113,0,34,0.50,0.028125
A1Benchmark/real_7.csv,250,4,1113,0,34,0.55,0.03125
A1Benchmark/real_7.csv,250,4,1113,0,34,0.48,0.034375
A1Benchmark/real_7.csv,250,3,1113,0,35,0.60,0.0375
A1Benchmark/real_7.csv,250,2,1113,0,36,0.47,0.040625
A1Benchmark/real_7.csv,250,2,1113,0,36,0.58,0.04375
A1Benchmark/real_7.csv,250,2,1113,0,36,0.48,0.046875
A1Benchmark/real_7.csv,250,2,1113,0,36,0.52,0.05
A1Benchmark/real_7.csv,300,38,301,762,0,0.28,0.0
A1Benchmark/real_7.csv,300,28,1033,30,10,0.81,0.003125
A1Benchmark/real_7.csv,300,28,1041,22,10,0.44,0.00625
A1Benchmark/real_7.csv,300,20,1052,11,18,0.49,0.009375
A1Benchmark/real_7.csv,300,17,1055,8,21,0.49,0.0125
A1Benchmark/real_7.csv,300,17,1058,5,21,0.43,0.015625
A1Benchmark/real_7.csv,300,15,1058,5,23,0.73,0.01875
A1Benchmark/real_7.csv,300,11,1061,2,27,0.42,0.021875
A1Benchmark/real_7.csv,300,8,1062,1,30,0.41,0.025
A1Benchmark/real_7.csv,300,4,1063,0,34,0.67,0.028125
A1Benchmark/real_7.csv,300,4,1063,0,34,0.43,0.03125
A1Benchmark/real_7.csv,300,4,1063,0,34,0.59,0.034375
A1Benchmark/real_7.csv,300,3,1063,0,35,0.50,0.0375
A1Benchmark/real_7.csv,300,2,1063,0,36,0.40,0.040625
A1Benchmark/real_7.csv,300,2,1063,0,36,0.40,0.04375
A1Benchmark/real_7.csv,300,2,1063,0,36,0.68,0.046875
A1Benchmark/real_7.csv,300,2,1063,0,36,0.43,0.05
A1Benchmark/real_7.csv,350,38,352,661,0,0.21,0.0
A1Benchmark/real_7.csv,350,28,983,30,10,0.81,0.003125
A1Benchmark/real_7.csv,350,28,991,22,10,0.44,0.00625
A1Benchmark/real_7.csv,350,20,1002,11,18,0.74,0.009375
A1Benchmark/real_7.csv,350,17,1005,8,21,0.45,0.0125
A1Benchmark/real_7.csv,350,17,1008,5,21,0.67,0.015625
