knn,GOOG,5,4,2994,12839,0,0.63,5,10.0
knn,GOOG,5,2,14559,1274,2,0.81,5,30.0
knn,GOOG,5,2,7841,7992,2,1.00,5,20.0
knn,GOOG,5,2,15675,158,2,0.73,5,50.0
knn,GOOG,5,2,15621,212,2,1.12,5,40.0
knn,GOOG,5,2,15719,114,2,0.65,5,60.0
knn,GOOG,5,2,15750,83,2,0.63,5,70.0
knn,GOOG,5,2,15769,64,2,0.85,5,80.0
knn,GOOG,5,2,15777,56,2,0.65,5,90.0
knn,GOOG,5,2,15787,46,2,0.62,5,100.0
knn,GOOG,10,4,6325,9503,0,0.77,5,10.0
knn,GOOG,10,2,13352,2476,2,0.99,5,20.0
knn,GOOG,10,2,15511,317,2,0.78,5,30.0
knn,GOOG,10,2,15621,207,2,0.86,5,40.0
knn,GOOG,10,2,15677,151,2,0.69,5,50.0
knn,GOOG,10,2,15748,80,2,0.91,5,70.0
knn,GOOG,10,2,15766,62,2,0.73,5,80.0
knn,GOOG,10,2,15717,111,2,0.91,5,60.0
knn,GOOG,10,2,15772,56,2,0.70,5,90.0
knn,GOOG,10,2,15783,45,2,0.81,5,100.0
knn,GOOG,50,2,15571,217,2,0.65,5,20.0
knn,GOOG,50,2,15748,40,2,0.62,5,70.0
knn,GOOG,50,2,12203,3585,2,0.78,5,10.0
knn,GOOG,50,2,15741,47,2,0.62,5,60.0
knn,GOOG,50,2,15701,87,2,0.95,5,30.0
knn,GOOG,50,2,15722,66,2,0.83,5,40.0
knn,GOOG,50,2,15752,36,2,0.87,5,80.0
knn,GOOG,50,2,15732,56,2,0.74,5,50.0
knn,GOOG,50,2,15757,31,2,0.69,5,90.0
knn,GOOG,50,2,15761,27,2,0.85,5,100.0
knn,GOOG,100,2,15350,388,2,0.97,5,10.0
knn,GOOG,100,2,15679,59,2,0.81,5,20.0
knn,GOOG,100,2,15687,51,2,0.73,5,30.0
knn,GOOG,100,2,15718,20,2,0.73,5,40.0
knn,GOOG,100,2,15723,15,2,0.78,5,50.0
knn,GOOG,100,2,15727,11,2,0.89,5,70.0
knn,GOOG,100,2,15725,13,2,0.89,5,60.0
knn,GOOG,100,2,15728,10,2,1.03,5,80.0
knn,GOOG,100,2,15731,7,2,0.98,5,90.0
knn,GOOG,100,2,15731,7,2,0.97,5,100.0
knn,GOOG,150,2,15371,317,2,0.84,5,10.0
knn,GOOG,150,2,15629,59,2,0.79,5,20.0
knn,GOOG,150,2,15637,51,2,0.85,5,30.0
knn,GOOG,150,2,15675,13,2,0.80,5,60.0
knn,GOOG,150,2,15668,20,2,0.74,5,40.0
knn,GOOG,150,2,15673,15,2,0.71,5,50.0
knn,GOOG,150,2,15677,11,2,1.11,5,70.0
knn,GOOG,150,2,15678,10,2,1.04,5,80.0
knn,GOOG,150,2,15681,7,2,0.55,5,90.0
knn,GOOG,150,2,15681,7,2,0.72,5,100.0
knn,GOOG,200,2,15579,59,2,1.00,5,20.0
knn,GOOG,200,2,15618,20,2,0.87,5,40.0
knn,GOOG,200,2,15587,51,2,0.78,5,30.0
knn,GOOG,200,2,15623,15,2,0.82,5,50.0
knn,GOOG,200,2,15369,269,2,0.73,5,10.0
knn,GOOG,200,2,15625,13,2,1.03,5,60.0
knn,GOOG,200,2,15627,11,2,0.93,5,70.0
knn,GOOG,200,2,15628,10,2,1.03,5,80.0
knn,GOOG,200,2,15631,7,2,1.02,5,90.0
knn,GOOG,200,2,15631,7,2,0.64,5,100.0
knn,GOOG,250,2,15489,99,2,0.88,5,10.0
knn,GOOG,250,2,15533,55,2,0.91,5,20.0
knn,GOOG,250,2,15540,48,2,0.99,5,30.0
knn,GOOG,250,2,15578,10,2,0.90,5,80.0
knn,GOOG,250,2,15575,13,2,0.86,5,60.0
knn,GOOG,250,2,15568,20,2,1.08,5,40.0
knn,GOOG,250,2,15573,15,2,0.77,5,50.0
knn,GOOG,250,2,15577,11,2,0.79,5,70.0
knn,GOOG,250,2,15581,7,2,0.65,5,100.0
knn,GOOG,250,2,15581,7,2,0.87,5,90.0
knn,GOOG,300,2,15481,57,2,1.10,5,10.0
knn,GOOG,300,2,15489,49,2,0.71,5,20.0
knn,GOOG,300,2,15509,29,2,0.78,5,30.0
knn,GOOG,300,2,15525,13,2,0.86,5,40.0
knn,GOOG,300,2,15528,10,2,0.84,5,60.0
knn,GOOG,300,2,15531,7,2,0.92,5,70.0
knn,GOOG,300,2,15527,11,2,0.85,5,50.0
knn,GOOG,300,2,15531,7,2,1.03,5,80.0
knn,GOOG,300,2,15532,6,2,1.03,5,90.0
knn,GOOG,300,2,15534,4,2,0.92,5,100.0
knn,GOOG,350,2,15439,49,2,0.58,5,20.0
knn,GOOG,350,2,15431,57,2,0.82,5,10.0
knn,GOOG,350,2,15475,13,2,0.87,5,40.0
knn,GOOG,350,2,15478,10,2,0.70,5,60.0
knn,GOOG,350,2,15459,29,2,0.89,5,30.0
knn,GOOG,350,2,15477,11,2,0.82,5,50.0
knn,GOOG,350,2,15481,7,2,0.86,5,70.0
knn,GOOG,350,2,15481,7,2,1.00,5,80.0
knn,GOOG,350,2,15482,6,2,1.06,5,90.0
knn,GOOG,350,2,15484,4,2,0.90,5,100.0
knn,GOOG,400,2,15389,49,2,0.60,5,20.0
knn,GOOG,400,2,15381,57,2,1.07,5,10.0
knn,GOOG,400,2,15425,13,2,1.01,5,40.0
knn,GOOG,400,2,15409,29,2,0.75,5,30.0
knn,GOOG,400,2,15427,11,2,1.05,5,50.0
knn,GOOG,400,2,15431,7,2,1.07,5,70.0
knn,GOOG,400,2,15428,10,2,0.99,5,60.0
knn,GOOG,400,2,15431,7,2,0.80,5,80.0
knn,GOOG,400,2,15432,6,2,0.75,5,90.0
knn,GOOG,400,2,15434,4,2,0.87,5,100.0
knn,GOOG,450,2,15331,57,2,0.88,5,10.0
knn,GOOG,450,2,15359,29,2,1.09,5,30.0
knn,GOOG,450,2,15375,13,2,0.76,5,40.0
knn,GOOG,450,2,15377,11,2,0.92,5,50.0
knn,GOOG,450,2,15339,49,2,0.72,5,20.0
knn,GOOG,450,2,15378,10,2,0.80,5,60.0
knn,GOOG,450,2,15381,7,2,0.59,5,80.0
knn,GOOG,450,2,15381,7,2,0.65,5,70.0
knn,GOOG,450,2,15384,4,2,1.06,5,100.0
knn,GOOG,450,2,15382,6,2,1.13,5,90.0
knn,GOOG,500,2,15281,57,2,0.82,5,10.0
knn,GOOG,500,2,15327,11,2,0.65,5,50.0
knn,GOOG,500,2,15289,49,2,1.00,5,20.0
knn,GOOG,500,2,15331,7,2,0.98,5,70.0
knn,GOOG,500,2,15328,10,2,1.03,5,60.0
knn,GOOG,500,2,15309,29,2,0.75,5,30.0
knn,GOOG,500,2,15325,13,2,0.79,5,40.0
knn,GOOG,500,2,15331,7,2,0.84,5,80.0
knn,GOOG,500,2,15334,4,2,0.97,5,100.0
knn,GOOG,500,2,15332,6,2,0.85,5,90.0
